Year,Month,State,Type of producer,Energy source,Consumption
2019,2,NE,"Electric Generators, Electric Utilities",Coal (Short Tons),1171691
2019,2,NE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),663988
2019,2,NE,"Electric Generators, Electric Utilities",Petroleum (Barrels),4061
2019,2,NH,Total Electric Power Industry,Coal (Short Tons),11052
2019,2,NH,Total Electric Power Industry,Natural Gas (Mcf),624482
2019,2,NH,Total Electric Power Industry,Petroleum (Barrels),8240
2019,2,NH,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),13109
2019,2,NH,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,2,NH,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),4544
2019,2,NH,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1752
2019,2,NH,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),603365
2019,2,NH,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2019,2,NH,"Electric Generators, Electric Utilities",Coal (Short Tons),11052
2019,2,NH,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3464
2019,2,NH,"Electric Generators, Electric Utilities",Petroleum (Barrels),6488
2019,2,NJ,Total Electric Power Industry,Coal (Short Tons),35625
2019,2,NJ,Total Electric Power Industry,Natural Gas (Mcf),19392068
2019,2,NJ,Total Electric Power Industry,Other Gases (Billion Btu),92
2019,2,NJ,Total Electric Power Industry,Petroleum (Barrels),8271
2019,2,NJ,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),167221
2019,2,NJ,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),92
2019,2,NJ,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),2505
2019,2,NJ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),115278
2019,2,NJ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),103
2019,2,NJ,"Combined Heat and Power, Electric Power",Coal (Short Tons),35625
2019,2,NJ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),2921475
2019,2,NJ,"Combined Heat and Power, Electric Power",Petroleum (Barrels),1136
2019,2,NJ,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2019,2,NJ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),16111195
2019,2,NJ,"Electric Generators, Independent Power Producers",Petroleum (Barrels),4424
2019,2,NJ,"Electric Generators, Electric Utilities",Coal (Short Tons),0
2019,2,NJ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),76899
2019,2,NJ,"Electric Generators, Electric Utilities",Petroleum (Barrels),103
2019,2,NM,Total Electric Power Industry,Coal (Short Tons),739046
2019,2,NM,Total Electric Power Industry,Geothermal (Billion Btu),52
2019,2,NM,Total Electric Power Industry,Natural Gas (Mcf),7259664
2019,2,NM,Total Electric Power Industry,Petroleum (Barrels),54907
2019,2,NM,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),0
2019,2,NM,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,2,NM,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),39998
2019,2,NM,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),29178
2019,2,NM,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),52
2019,2,NM,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),2535564
2019,2,NM,"Electric Generators, Electric Utilities",Coal (Short Tons),739046
2019,2,NM,"Electric Generators, Electric Utilities",Natural Gas (Mcf),4654924
2019,2,NM,"Electric Generators, Electric Utilities",Petroleum (Barrels),54907
2019,2,NV,Total Electric Power Industry,Coal (Short Tons),209078
2019,2,NV,Total Electric Power Industry,Geothermal (Billion Btu),2912
2019,2,NV,Total Electric Power Industry,Natural Gas (Mcf),12898587
2019,2,NV,Total Electric Power Industry,Other Gases (Billion Btu),0
2019,2,NV,Total Electric Power Industry,Petroleum (Barrels),2764
2019,2,NV,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),262167
2019,2,NV,"Combined Heat and Power, Commercial Power",Geothermal (Billion Btu),362
2019,2,NV,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),22217
2019,2,NV,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1223744
2019,2,NV,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),0
2019,2,NV,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,2,NV,"Electric Generators, Independent Power Producers",Coal (Short Tons),67318
2019,2,NV,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),2550
2019,2,NV,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),542
2019,2,NV,"Electric Generators, Independent Power Producers",Petroleum (Barrels),231
2019,2,NV,"Electric Generators, Electric Utilities",Coal (Short Tons),141760
2019,2,NV,"Electric Generators, Electric Utilities",Natural Gas (Mcf),11389917
2019,2,NV,"Electric Generators, Electric Utilities",Petroleum (Barrels),2533
2019,2,NY,Total Electric Power Industry,Coal (Short Tons),24012
2019,2,NY,Total Electric Power Industry,Natural Gas (Mcf),26490550
2019,2,NY,Total Electric Power Industry,Other Gases (Billion Btu),0
2019,2,NY,Total Electric Power Industry,Petroleum (Barrels),112216
2019,2,NY,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2019,2,NY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),325624
2019,2,NY,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),0
2019,2,NY,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),2644
2019,2,NY,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2019,2,NY,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),457504
2019,2,NY,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),2066
2019,2,NY,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),5929839
2019,2,NY,"Combined Heat and Power, Electric Power",Petroleum (Barrels),7864
2019,2,NY,"Electric Generators, Independent Power Producers",Coal (Short Tons),24012
2019,2,NY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),13219843
2019,2,NY,"Electric Generators, Independent Power Producers",Petroleum (Barrels),46103
2019,2,NY,"Electric Generators, Electric Utilities",Coal (Short Tons),0
2019,2,NY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),6557740
2019,2,NY,"Electric Generators, Electric Utilities",Petroleum (Barrels),53539
2019,2,OH,Total Electric Power Industry,Coal (Short Tons),1734785
2019,2,OH,Total Electric Power Industry,Natural Gas (Mcf),31754236
2019,2,OH,Total Electric Power Industry,Other Gases (Billion Btu),331
2019,2,OH,Total Electric Power Industry,Petroleum (Barrels),151937
2019,2,OH,"Combined Heat and Power, Industrial Power",Coal (Short Tons),45
2019,2,OH,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),149193
2019,2,OH,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),101
2019,2,OH,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),578
2019,2,OH,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2019,2,OH,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),92258
2019,2,OH,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),2
2019,2,OH,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2019,2,OH,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),70011
2019,2,OH,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),230
2019,2,OH,"Electric Generators, Independent Power Producers",Coal (Short Tons),1513898
2019,2,OH,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),25642268
2019,2,OH,"Electric Generators, Independent Power Producers",Petroleum (Barrels),149157
2019,2,OH,"Electric Generators, Electric Utilities",Coal (Short Tons),220842
2019,2,OH,"Electric Generators, Electric Utilities",Natural Gas (Mcf),5800506
2019,2,OH,"Electric Generators, Electric Utilities",Petroleum (Barrels),2200
2019,2,OK,Total Electric Power Industry,Coal (Short Tons),541452
2019,2,OK,Total Electric Power Industry,Natural Gas (Mcf),21224548
2019,2,OK,Total Electric Power Industry,Petroleum (Barrels),5129
2019,2,OK,"Combined Heat and Power, Industrial Power",Coal (Short Tons),11018
2019,2,OK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),222284
2019,2,OK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),82
2019,2,OK,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2019,2,OK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2019,2,OK,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),7113727
2019,2,OK,"Electric Generators, Electric Utilities",Coal (Short Tons),530434
2019,2,OK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),13888537
2019,2,OK,"Electric Generators, Electric Utilities",Petroleum (Barrels),5047
2019,2,OR,Total Electric Power Industry,Coal (Short Tons),161022
2019,2,OR,Total Electric Power Industry,Geothermal (Billion Btu),136
2019,2,OR,Total Electric Power Industry,Natural Gas (Mcf),12475292
2019,2,OR,Total Electric Power Industry,Petroleum (Barrels),495
2019,2,OR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),43316
2019,2,OR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,2,OR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),20753
2019,2,OR,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),17
2019,2,OR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),4228859
2019,2,OR,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),136
2019,2,OR,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),2823093
2019,2,OR,"Electric Generators, Electric Utilities",Coal (Short Tons),161022
2019,2,OR,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),0
2019,2,OR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),5359271
2019,2,OR,"Electric Generators, Electric Utilities",Petroleum (Barrels),478
2019,2,PA,Total Electric Power Industry,Coal (Short Tons),1772324
2019,2,PA,Total Electric Power Industry,Natural Gas (Mcf),48964464
2019,2,PA,Total Electric Power Industry,Other Gases (Billion Btu),157
2019,2,PA,Total Electric Power Industry,Petroleum (Barrels),53193
2019,2,PA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),2608
2019,2,PA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),705305
2019,2,PA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),157
2019,2,PA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),6005
2019,2,PA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2019,2,PA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),65452
2019,2,PA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),602
2019,2,PA,"Combined Heat and Power, Electric Power",Coal (Short Tons),294747
2019,2,PA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),3169842
2019,2,PA,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),0
2019,2,PA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),33181
2019,2,PA,"Electric Generators, Independent Power Producers",Coal (Short Tons),1474969
2019,2,PA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),45015828
2019,2,PA,"Electric Generators, Independent Power Producers",Other Gases (Billion Btu),0
2019,2,PA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),13366
2019,2,PA,"Electric Generators, Electric Utilities",Coal (Short Tons),0
2019,2,PA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),8037
2019,2,PA,"Electric Generators, Electric Utilities",Petroleum (Barrels),39
2019,2,RI,Total Electric Power Industry,Coal (Short Tons),0
2019,2,RI,Total Electric Power Industry,Natural Gas (Mcf),2277192
2019,2,RI,Total Electric Power Industry,Petroleum (Barrels),1095
2019,2,RI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),64372
2019,2,RI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),53
2019,2,RI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),12270
2019,2,RI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),553
2019,2,RI,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2019,2,RI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),2200550
2019,2,RI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),489
2019,2,RI,"Electric Generators, Electric Utilities",Petroleum (Barrels),0
2019,2,SC,Total Electric Power Industry,Coal (Short Tons),414338
2019,2,SC,Total Electric Power Industry,Natural Gas (Mcf),12577714
2019,2,SC,Total Electric Power Industry,Petroleum (Barrels),7405
2019,2,SC,"Combined Heat and Power, Industrial Power",Coal (Short Tons),420
2019,2,SC,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),72405
2019,2,SC,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),1114
2019,2,SC,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2019,2,SC,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),4
2019,2,SC,"Combined Heat and Power, Electric Power",Coal (Short Tons),4675
2019,2,SC,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),383895
2019,2,SC,"Combined Heat and Power, Electric Power",Petroleum (Barrels),63
2019,2,SC,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),318511
2019,2,SC,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2019,2,SC,"Electric Generators, Electric Utilities",Coal (Short Tons),409243
2019,2,SC,"Electric Generators, Electric Utilities",Natural Gas (Mcf),11802903
2019,2,SC,"Electric Generators, Electric Utilities",Petroleum (Barrels),6224
2019,2,SD,Total Electric Power Industry,Coal (Short Tons),155792
2019,2,SD,Total Electric Power Industry,Natural Gas (Mcf),950664
2019,2,SD,Total Electric Power Industry,Petroleum (Barrels),2835
2019,2,SD,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),2
2019,2,SD,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2019,2,SD,"Electric Generators, Electric Utilities",Coal (Short Tons),155792
2019,2,SD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),950664
2019,2,SD,"Electric Generators, Electric Utilities",Petroleum (Barrels),2833
2019,2,TN,Total Electric Power Industry,Coal (Short Tons),436256
2019,2,TN,Total Electric Power Industry,Natural Gas (Mcf),9972198
2019,2,TN,Total Electric Power Industry,Other Gases (Billion Btu),4
2019,2,TN,Total Electric Power Industry,Petroleum (Barrels),18454
2019,2,TN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),7770
2019,2,TN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),657265
2019,2,TN,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),4
2019,2,TN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),433
2019,2,TN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2019,2,TN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),79711
2019,2,TN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2019,2,TN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),11060
2019,2,TN,"Electric Generators, Independent Power Producers",Petroleum (Barrels),47
2019,2,TN,"Electric Generators, Electric Utilities",Coal (Short Tons),428486
2019,2,TN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),9224162
2019,2,TN,"Electric Generators, Electric Utilities",Petroleum (Barrels),17974
2019,2,TX,Total Electric Power Industry,Coal (Short Tons),5160485
2019,2,TX,Total Electric Power Industry,Natural Gas (Mcf),110652264
2019,2,TX,Total Electric Power Industry,Other Gases (Billion Btu),1581
2019,2,TX,Total Electric Power Industry,Petroleum (Barrels),25568
2019,2,TX,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),18197096
2019,2,TX,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),829
2019,2,TX,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),18006
2019,2,TX,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),274789
2019,2,TX,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),48
2019,2,TX,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),17189722
2019,2,TX,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),752
2019,2,TX,"Electric Generators, Independent Power Producers",Coal (Short Tons),3022134
2019,2,TX,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),51186968
2019,2,TX,"Electric Generators, Independent Power Producers",Petroleum (Barrels),2663
2019,2,TX,"Electric Generators, Electric Utilities",Coal (Short Tons),2138351
2019,2,TX,"Electric Generators, Electric Utilities",Natural Gas (Mcf),23803689
2019,2,TX,"Electric Generators, Electric Utilities",Petroleum (Barrels),4851
2019,2,US-Total,Total Electric Power Industry,Coal (Short Tons),45025266
2019,2,US-Total,Total Electric Power Industry,Geothermal (Billion Btu),11509
2019,2,US-Total,Total Electric Power Industry,Natural Gas (Mcf),801042372
2019,2,US-Total,Total Electric Power Industry,Other Gases (Billion Btu),5454
2019,2,US-Total,Total Electric Power Industry,Petroleum (Barrels),2843890
